Username,Komentar,Likes,Waktu
@Ella_Jayes,"I prefer the IPhone's shape & design.. the rounded edges & wider, less long aesthetic looks better imo. That's where the pros end. I've used Samsung since the S7, I'm typing this on the S25 compact.. it's their best yet. 

Who in their right damn mind would choose the IPhone in this day & age? Give me one logical reason! It doesn't even have a split screen feature ffs.. why?

Ultimately, Apple is in control of your IPhone. With an Android, it's your phone & you control it.. that's the biggest deciding factor.",0,2025-08-06T02:20:38Z
@PoptartFps,Samsung eco system is amazing you can control appliances tv laptop  etc.,0,2025-08-05T01:18:15Z
@a-ramdom-2010s-guy,Maybe you can ad something else... Or just say android it's the same,0,2025-08-03T15:22:37Z
@tobaccoffee,honestly the iphone has lost its cool factor,0,2025-08-03T11:08:27Z
@sirlaotse,Honestly... F apple,0,2025-08-03T02:51:36Z
@-mey5392,I've been thinking about buying an iphone but I always regret when I'm right in the store 😂 I think I'm an Android user in my heart,0,2025-08-02T13:04:17Z
@Misko1212,Ease of use - try to add reminder or a meeting tomorrow or the day after in specific time. Thats how Samsung is better than gayphone,0,2025-07-31T15:26:13Z
@k.l.885,"a lotof is missed. for axample, adroid usubility is very easy than ios. with ios i must make more clicks",0,2025-07-31T12:19:46Z
@coldeyes16,Say in one word : which is best for videography?,0,2025-07-30T16:40:44Z
@yeeluvspizza,"I'm an Android user that's never owned an iPhone. At this point, is it even worth it for someone like me to switch ecosystems?",0,2025-07-30T04:43:22Z
@williebrinson4699,"16:29 Appreciate you young man, great video! I was subscribed to you in the past and noticed I wasn't currently. I am now and will keep an eye  on my subs.",1,2025-07-30T02:20:22Z
@Jony-fM9,"Es gracioso porque estas comparando iPhone con android cuando los dos sistemas operativos salieron de la misma empresa prácticamente: Apple. Es lo mismo, lo único que cambia es el diseño. En lo dos puedes hacer exactamente lo mismo.",0,2025-07-29T02:44:51Z
@reggin6512,So iphone users are boring and android users are fun,0,2025-07-28T21:51:24Z
@LarisaPetrenko2992,"Props for the truthful answer, Apple is the king!",0,2025-07-28T18:14:03Z
@thenamelessdragon,been an android person since i bought the anti-apple hype. was with samsung for a while because i prioritised the cool factor. then i broke my z flip twice and realised i actually prioritise repairability now.,0,2025-07-28T00:23:53Z
@jerdeenwilliams491,"The ease of use argument is and has always been a lie. iOS IS harder to use than Android. But it is what “those” people are using and are familiar with, hence it’seasier to them. Fact is, there are way more Android users globally and a huge chunk of those users would tell you if you hand them an iPhone that they find it hard to operate. 
This notion is based on American consumers and the fact that iOS is more popular in America. 🤷🏾",0,2025-07-27T22:21:19Z
@TechiesPerspective,You should make a new video of this in 2025/2026,1,2025-07-26T20:13:14Z
@TechnologyMan9575,"Android is better in support, now. Also, AI is much better, prices are (and has been) better, you can simply swipe backwards from the left and right side of the screen, and he's wrong about apps being better on iOS. You do not have Accubattery and similar apps, where you can check the battery capacity and health, and general specs of your phone that aren't found when looking up phone specs. Plus, you can read the real time charging speed. When I could not transfer over Accubattery (and other apps) to my iPhone, I was disgusted!

Furthermore, I disagree about ease of use. I had a harder time figuring out ios than android. They don't label their toggles, and you have to go to settings to change stuff that should be in your camera app, for examples. It's not an intuitive system! And why is there no universal back button or split screen mode?? It's ridiculous! My iPhone now sits in a drawer, while I use my Galaxy S24 FE. iPhone loses hands down.",0,2025-07-26T11:16:27Z
@PaulyVisualz,Who tf watches him anymore.  The most bias dude and just pick one tf,0,2025-07-25T20:23:15Z
@iamodebiyi,You gotta do this video again,37,2025-07-24T23:24:07Z
@moneyman64,android users = europeans,0,2025-07-24T16:30:12Z
@mehrankhanix,Diplomatic Answers.,0,2025-07-22T13:14:22Z
@debojitmandal8670,There is a diff bw ease of use and familiarity,0,2025-07-22T07:53:13Z
@Revealed2705,Apps let me see ios has worst purchasing system whereas in android u can purchase outside of playstore as well,1,2025-07-22T04:31:58Z
@artyombeilis9075,"For iOS biggest features bummer are following

- USB access to apps - for example I can connect an external devices 
- Installing stuff out of app store and developing app for iOS without Mac and special licenses.",0,2025-07-21T19:44:32Z
@AndStrapCo,"Hmm… For apps you said “Quality over quantity” but didn’t apply the same logic to Customizations? 
I think we should leave quality to be judged by the users and rate each category fairly…just a thought…",1,2025-07-21T17:19:27Z
@freddiem6805,Crazy how pixel's android has less customisation than ios now ... Time flies,0,2025-07-18T12:10:48Z
@kookle658,I love Android even though if I leave my home screen open and put it in my pocket my phone winds up in another language that's always an adventure to restore it LOL,0,2025-07-16T16:26:23Z
@blackychef,I change from iOS to Android from iPhone 15 pro to pixel 9 pro XL Android my opinión is.... I love it,0,2025-07-16T15:05:37Z
@BillyShears_89,"Calls, massages, social media, music, movie, strong battery, decent camera, decent performance and enough security. That's all I need for my everyday life. I can get all of it on a $450 phone. So it depends on your personal purposes.",0,2025-07-16T05:20:36Z
@riffninja,His studio background colors are the same of iOS 26 logo color scheme. And this was one year ago.,0,2025-07-16T03:14:49Z
@vivefortis,"I still do not know how apple doesn’t do reverse charge or different volumes for ring tone, text, sounds etc. drives me crazy!",0,2025-07-15T09:37:47Z
@milfordthomas4804,On software there's only i phone samsung has plenty of the different phone,0,2025-07-15T06:35:25Z
@akhilchandrasoma,The biggest wall for people in usa to not even look at android is carrier support and coverage,0,2025-07-14T23:40:09Z
@Mutantcy1992,"What's always bothered me about iPhone users complaining about android because it doesn't have imessage or FaceTime is that they seem to be somehow unaware of WhatsApp, signal, telegram, etc.",0,2025-07-14T04:03:54Z
@nivaankhandelwal9383,ur vid's hindi dub is pretty weird,0,2025-07-12T21:09:04Z
@YorbisDSR,Although today I know that many things have changed this is an excellent video where you show all how a competition is done,0,2025-07-10T22:07:21Z
@rainerausserer9212,What about data security and privacy?,2,2025-07-10T14:55:35Z
@ahmedstars1717,"Bro its like both samsung and apple watched the whole video
Bro  approximately all the advantages he said had added to ios 
Also samsung",0,2025-07-09T18:50:42Z
@hashtagbadpanda,Mine tied what do I do now,0,2025-07-08T23:46:32Z
@Snowghost12,"Ease of use iphone? 😂😂
Clear cache on iphone vs android 😂
File management apple vs android 😂😂
File sharing apple v android 😂 
App settings apple vs android 
Downloaded music Apple music app vs android app ( chrome or google) 😂😂 

All those are easily done on an android",0,2025-07-08T07:50:06Z
@Autonomized06,Back when mkbhd was in his j cole era,1,2025-07-08T00:31:31Z
@Carlisleamoh,And the new iOS 18 has won in customization,0,2025-07-04T16:59:16Z
@Carlisleamoh,U can’t just compare two different everything is different and that’s what makes life realistic and if there was no iPhone the world wouldn’t be the same the Same with androids everything has their pros and cons and you are allowed to have opinions but your opinion doesn’t have to demean android has its mistakes and it learnt from Apple and the same with Apple and Apple and Android haven’t even had public beef so we are fighting a fight that doesn’t exist,0,2025-07-04T16:55:49Z
@AhhTheGreekGames,"Rubric to decide which phone is better for you. Odd number of rules so there is a clear winner. Rule #1: try both phones. Which one does what YOU need. That’s the one for you.

Pro tip: if your phone isn’t saving you time or making you money, you are probably better off investing the $1,200.00 and staying away from both of these devices.",0,2025-07-04T15:13:22Z
@richardsteiner8992,"With most android phones, you can completely change the home screen by using a different launcher. That changes the game entirely.",0,2025-07-04T08:13:36Z
@DGtechno537,"I noticed that you gave Apple the point for apps, but I think you forgot a key thing in Android. APKs. APKs can have Android have a lot more variety of apps to choose from, but something to look out for in APKs are viruses so just look out for that.",0,2025-07-04T04:34:36Z
@matricepeinard7879,repairability,0,2025-07-03T19:19:21Z
@rodhash,"Nice vid! Few years fully immersed on Apple eco system, man apple keyboard sucks so hard but apple also has crazy things / integrations / etc.",0,2025-07-02T05:16:27Z
